buying,maint,doors,persons,lug_boot,safety,Cars24_rating,class
high,high,5more,4,med,low,poor,unacc
high,high,5more,4,med,med,average,acc
high,high,5more,4,med,high,average,acc
high,high,5more,4,big,low,poor,unacc
high,high,5more,4,big,med,average,acc
high,high,5more,4,big,high,average,acc
high,high,5more,more,small,low,poor,unacc
high,high,5more,more,small,med,poor,unacc
high,high,5more,more,small,high,average,acc
high,high,5more,more,med,low,poor,unacc
high,high,5more,more,med,med,average,acc
high,high,5more,more,med,high,average,acc
high,high,5more,more,big,low,poor,unacc
high,high,5more,more,big,med,average,acc
high,high,5more,more,big,high,average,acc
high,med,2,2,small,low,poor,unacc
high,med,2,2,small,med,poor,unacc
high,med,2,2,small,high,poor,unacc
high,med,2,2,med,low,poor,unacc
high,med,2,2,med,med,poor,unacc
high,med,2,2,med,high,poor,unacc
high,med,2,2,big,low,poor,unacc
high,med,2,2,big,med,poor,unacc
high,med,2,2,big,high,poor,unacc
high,med,2,4,small,low,poor,unacc
high,med,2,4,small,med,poor,unacc
high,med,2,4,small,high,average,acc
high,med,2,4,med,low,poor,unacc
high,med,2,4,med,med,poor,unacc
high,med,2,4,med,high,average,acc
high,med,2,4,big,low,poor,unacc
high,med,2,4,big,med,average,acc
high,med,2,4,big,high,average,acc
high,med,2,more,small,low,poor,unacc
high,med,2,more,small,med,poor,unacc
high,med,2,more,small,high,poor,unacc
high,med,2,more,med,low,poor,unacc
high,med,2,more,med,med,poor,unacc
high,med,2,more,med,high,average,acc
high,med,2,more,big,low,poor,unacc
high,med,2,more,big,med,average,acc
high,med,2,more,big,high,average,acc
high,med,3,2,small,low,poor,unacc
high,med,3,2,small,med,poor,unacc
high,med,3,2,small,high,poor,unacc
high,med,3,2,med,low,poor,unacc
high,med,3,2,med,med,poor,unacc
high,med,3,2,med,high,poor,unacc
high,med,3,2,big,low,poor,unacc
high,med,3,2,big,med,poor,unacc
high,med,3,2,big,high,poor,unacc
high,med,3,4,small,low,poor,unacc
high,med,3,4,small,med,poor,unacc
high,med,3,4,small,high,average,acc
high,med,3,4,med,low,poor,unacc
high,med,3,4,med,med,poor,unacc
high,med,3,4,med,high,average,acc
high,med,3,4,big,low,poor,unacc
high,med,3,4,big,med,average,acc
high,med,3,4,big,high,average,acc
high,med,3,more,small,low,poor,unacc
high,med,3,more,small,med,poor,unacc
high,med,3,more,small,high,average,acc
high,med,3,more,med,low,poor,unacc
high,med,3,more,med,med,average,acc
high,med,3,more,med,high,average,acc
high,med,3,more,big,low,poor,unacc
high,med,3,more,big,med,average,acc
high,med,3,more,big,high,average,acc
high,med,4,2,small,low,poor,unacc
high,med,4,2,small,med,poor,unacc
high,med,4,2,small,high,poor,unacc
high,med,4,2,med,low,poor,unacc
high,med,4,2,med,med,poor,unacc
high,med,4,2,med,high,poor,unacc
high,med,4,2,big,low,poor,unacc
high,med,4,2,big,med,poor,unacc
high,med,4,2,big,high,poor,unacc
high,med,4,4,small,low,poor,unacc
high,med,4,4,small,med,poor,unacc
high,med,4,4,small,high,average,acc
high,med,4,4,med,low,poor,unacc
high,med,4,4,med,med,average,acc
high,med,4,4,med,high,average,acc
high,med,4,4,big,low,poor,unacc
high,med,4,4,big,med,average,acc
high,med,4,4,big,high,average,acc
high,med,4,more,small,low,poor,unacc
high,med,4,more,small,med,poor,unacc
high,med,4,more,small,high,average,acc
high,med,4,more,med,low,poor,unacc
high,med,4,more,med,med,average,acc
high,med,4,more,med,high,average,acc
high,med,4,more,big,low,poor,unacc
high,med,4,more,big,med,average,acc
high,med,4,more,big,high,average,acc
high,med,5more,2,small,low,poor,unacc
high,med,5more,2,small,med,poor,unacc
high,med,5more,2,small,high,poor,unacc
high,med,5more,2,med,low,poor,unacc
high,med,5more,2,med,med,poor,unacc
high,med,5more,2,med,high,poor,unacc
high,med,5more,2,big,low,poor,unacc
high,med,5more,2,big,med,poor,unacc
high,med,5more,2,big,high,poor,unacc
high,med,5more,4,small,low,poor,unacc
high,med,5more,4,small,med,poor,unacc
high,med,5more,4,small,high,average,acc
high,med,5more,4,med,low,poor,unacc
high,med,5more,4,med,med,average,acc
high,med,5more,4,med,high,average,acc
high,med,5more,4,big,low,poor,unacc
high,med,5more,4,big,med,average,acc
high,med,5more,4,big,high,average,acc
high,med,5more,more,small,low,poor,unacc
high,med,5more,more,small,med,poor,unacc
high,med,5more,more,small,high,average,acc
high,med,5more,more,med,low,poor,unacc
high,med,5more,more,med,med,average,acc
high,med,5more,more,med,high,average,acc
high,med,5more,more,big,low,poor,unacc
high,med,5more,more,big,med,average,acc
high,med,5more,more,big,high,average,acc
high,low,2,2,small,low,poor,unacc
high,low,2,2,small,med,poor,unacc
high,low,2,2,small,high,poor,unacc
high,low,2,2,med,low,poor,unacc
high,low,2,2,med,med,poor,unacc
high,low,2,2,med,high,poor,unacc
high,low,2,2,big,low,poor,unacc
high,low,2,2,big,med,poor,unacc
high,low,2,2,big,high,poor,unacc
high,low,2,4,small,low,poor,unacc
high,low,2,4,small,med,poor,unacc
high,low,2,4,small,high,average,acc
high,low,2,4,med,low,poor,unacc
high,low,2,4,med,med,poor,unacc
high,low,2,4,med,high,average,acc
high,low,2,4,big,low,poor,unacc
high,low,2,4,big,med,average,acc
high,low,2,4,big,high,average,acc
high,low,2,more,small,low,poor,unacc
high,low,2,more,small,med,poor,unacc
high,low,2,more,small,high,poor,unacc
high,low,2,more,med,low,poor,unacc
high,low,2,more,med,med,poor,unacc
high,low,2,more,med,high,average,acc
high,low,2,more,big,low,poor,unacc
high,low,2,more,big,med,average,acc
high,low,2,more,big,high,average,acc
high,low,3,2,small,low,poor,unacc
high,low,3,2,small,med,poor,unacc
high,low,3,2,small,high,poor,unacc
high,low,3,2,med,low,poor,unacc
high,low,3,2,med,med,poor,unacc
high,low,3,2,med,high,poor,unacc
high,low,3,2,big,low,poor,unacc
high,low,3,2,big,med,poor,unacc
high,low,3,2,big,high,poor,unacc
high,low,3,4,small,low,poor,unacc
high,low,3,4,small,med,poor,unacc
high,low,3,4,small,high,average,acc
high,low,3,4,med,low,poor,unacc
high,low,3,4,med,med,poor,unacc
high,low,3,4,med,high,average,acc
high,low,3,4,big,low,poor,unacc
high,low,3,4,big,med,average,acc
high,low,3,4,big,high,average,acc
high,low,3,more,small,low,poor,unacc
high,low,3,more,small,med,poor,unacc
high,low,3,more,small,high,average,acc
high,low,3,more,med,low,poor,unacc
high,low,3,more,med,med,average,acc
high,low,3,more,med,high,average,acc
high,low,3,more,big,low,poor,unacc
high,low,3,more,big,med,average,acc
high,low,3,more,big,high,average,acc
high,low,4,2,small,low,poor,unacc
high,low,4,2,small,med,poor,unacc
high,low,4,2,small,high,poor,unacc
high,low,4,2,med,low,poor,unacc
high,low,4,2,med,med,poor,unacc
high,low,4,2,med,high,poor,unacc
high,low,4,2,big,low,poor,unacc
high,low,4,2,big,med,poor,unacc
high,low,4,2,big,high,poor,unacc
high,low,4,4,small,low,poor,unacc
high,low,4,4,small,med,poor,unacc
high,low,4,4,small,high,average,acc
high,low,4,4,med,low,poor,unacc
high,low,4,4,med,med,average,acc
high,low,4,4,med,high,average,acc
high,low,4,4,big,low,poor,unacc
high,low,4,4,big,med,average,acc
high,low,4,4,big,high,average,acc
high,low,4,more,small,low,poor,unacc
high,low,4,more,small,med,poor,unacc
high,low,4,more,small,high,average,acc
high,low,4,more,med,low,poor,unacc
high,low,4,more,med,med,average,acc
high,low,4,more,med,high,average,acc
high,low,4,more,big,low,poor,unacc
high,low,4,more,big,med,average,acc
high,low,4,more,big,high,average,acc
high,low,5more,2,small,low,poor,unacc
high,low,5more,2,small,med,poor,unacc
high,low,5more,2,small,high,poor,unacc
high,low,5more,2,med,low,poor,unacc
high,low,5more,2,med,med,poor,unacc
high,low,5more,2,med,high,poor,unacc
high,low,5more,2,big,low,poor,unacc
high,low,5more,2,big,med,poor,unacc
high,low,5more,2,big,high,poor,unacc
high,low,5more,4,small,low,poor,unacc
high,low,5more,4,small,med,poor,unacc
high,low,5more,4,small,high,average,acc
high,low,5more,4,med,low,poor,unacc
high,low,5more,4,med,med,average,acc
high,low,5more,4,med,high,average,acc
high,low,5more,4,big,low,poor,unacc
high,low,5more,4,big,med,average,acc
high,low,5more,4,big,high,average,acc
high,low,5more,more,small,low,poor,unacc
high,low,5more,more,small,med,poor,unacc
high,low,5more,more,small,high,average,acc
high,low,5more,more,med,low,poor,unacc
high,low,5more,more,med,med,average,acc
high,low,5more,more,med,high,average,acc
high,low,5more,more,big,low,poor,unacc
high,low,5more,more,big,med,average,acc
high,low,5more,more,big,high,average,acc
med,vhigh,2,2,small,low,poor,unacc
med,vhigh,2,2,small,med,poor,unacc
med,vhigh,2,2,small,high,poor,unacc
med,vhigh,2,2,med,low,poor,unacc
med,vhigh,2,2,med,med,poor,unacc
med,vhigh,2,2,med,high,poor,unacc
med,vhigh,2,2,big,low,poor,unacc
med,vhigh,2,2,big,med,poor,unacc
med,vhigh,2,2,big,high,poor,unacc
med,vhigh,2,4,small,low,poor,unacc
med,vhigh,2,4,small,med,poor,unacc
med,vhigh,2,4,small,high,average,acc
med,vhigh,2,4,med,low,poor,unacc
med,vhigh,2,4,med,med,poor,unacc
med,vhigh,2,4,med,high,average,acc
med,vhigh,2,4,big,low,poor,unacc
med,vhigh,2,4,big,med,average,acc
med,vhigh,2,4,big,high,average,acc
med,vhigh,2,more,small,low,poor,unacc
med,vhigh,2,more,small,med,poor,unacc
med,vhigh,2,more,small,high,poor,unacc
med,vhigh,2,more,med,low,poor,unacc
med,vhigh,2,more,med,med,poor,unacc
med,vhigh,2,more,med,high,average,acc
med,vhigh,2,more,big,low,poor,unacc
med,vhigh,2,more,big,med,average,acc
med,vhigh,2,more,big,high,average,acc
med,vhigh,3,2,small,low,poor,unacc
med,vhigh,3,2,small,med,poor,unacc
med,vhigh,3,2,small,high,poor,unacc
med,vhigh,3,2,med,low,poor,unacc
med,vhigh,3,2,med,med,poor,unacc
med,vhigh,3,2,med,high,poor,unacc
med,vhigh,3,2,big,low,poor,unacc
med,vhigh,3,2,big,med,poor,unacc
med,vhigh,3,2,big,high,poor,unacc
med,vhigh,3,4,small,low,poor,unacc
med,vhigh,3,4,small,med,poor,unacc
med,vhigh,3,4,small,high,average,acc
med,vhigh,3,4,med,low,poor,unacc
med,vhigh,3,4,med,med,poor,unacc
med,vhigh,3,4,med,high,average,acc
med,vhigh,3,4,big,low,poor,unacc
med,vhigh,3,4,big,med,average,acc
med,vhigh,3,4,big,high,average,acc
med,vhigh,3,more,small,low,poor,unacc
med,vhigh,3,more,small,med,poor,unacc
med,vhigh,3,more,small,high,average,acc
med,vhigh,3,more,med,low,poor,unacc
med,vhigh,3,more,med,med,average,acc
med,vhigh,3,more,med,high,average,acc
med,vhigh,3,more,big,low,poor,unacc
med,vhigh,3,more,big,med,average,acc
med,vhigh,3,more,big,high,average,acc
med,vhigh,4,2,small,low,poor,unacc
med,vhigh,4,2,small,med,poor,unacc
med,vhigh,4,2,small,high,poor,unacc
med,vhigh,4,2,med,low,poor,unacc
med,vhigh,4,2,med,med,poor,unacc
med,vhigh,4,2,med,high,poor,unacc
med,vhigh,4,2,big,low,poor,unacc
med,vhigh,4,2,big,med,poor,unacc
med,vhigh,4,2,big,high,poor,unacc
med,vhigh,4,4,small,low,poor,unacc
med,vhigh,4,4,small,med,poor,unacc
med,vhigh,4,4,small,high,average,acc
med,vhigh,4,4,med,low,poor,unacc
med,vhigh,4,4,med,med,average,acc
med,vhigh,4,4,med,high,average,acc
med,vhigh,4,4,big,low,poor,unacc
med,vhigh,4,4,big,med,average,acc
med,vhigh,4,4,big,high,average,acc
med,vhigh,4,more,small,low,poor,unacc
med,vhigh,4,more,small,med,poor,unacc
med,vhigh,4,more,small,high,average,acc
med,vhigh,4,more,med,low,poor,unacc
med,vhigh,4,more,med,med,average,acc
med,vhigh,4,more,med,high,average,acc
med,vhigh,4,more,big,low,poor,unacc
med,vhigh,4,more,big,med,average,acc
med,vhigh,4,more,big,high,average,acc
med,vhigh,5more,2,small,low,poor,unacc
med,vhigh,5more,2,small,med,poor,unacc
med,vhigh,5more,2,small,high,poor,unacc
med,vhigh,5more,2,med,low,poor,unacc
med,vhigh,5more,2,med,med,poor,unacc
med,vhigh,5more,2,med,high,poor,unacc
med,vhigh,5more,2,big,low,poor,unacc
med,vhigh,5more,2,big,med,poor,unacc
med,vhigh,5more,2,big,high,poor,unacc
med,vhigh,5more,4,small,low,poor,unacc
med,vhigh,5more,4,small,med,poor,unacc
med,vhigh,5more,4,small,high,average,acc
med,vhigh,5more,4,med,low,poor,unacc
med,vhigh,5more,4,med,med,average,acc
med,vhigh,5more,4,med,high,average,acc
med,vhigh,5more,4,big,low,poor,unacc
med,vhigh,5more,4,big,med,average,acc
med,vhigh,5more,4,big,high,average,acc
med,vhigh,5more,more,small,low,poor,unacc
med,vhigh,5more,more,small,med,poor,unacc
med,vhigh,5more,more,small,high,average,acc
med,vhigh,5more,more,med,low,poor,unacc
med,vhigh,5more,more,med,med,average,acc
med,vhigh,5more,more,med,high,average,acc
med,vhigh,5more,more,big,low,poor,unacc
med,vhigh,5more,more,big,med,average,acc
med,vhigh,5more,more,big,high,average,acc
med,high,2,2,small,low,poor,unacc
med,high,2,2,small,med,poor,unacc
med,high,2,2,small,high,poor,unacc
med,high,2,2,med,low,poor,unacc
med,high,2,2,med,med,poor,unacc
med,high,2,2,med,high,poor,unacc
med,high,2,2,big,low,poor,unacc
med,high,2,2,big,med,poor,unacc
med,high,2,2,big,high,poor,unacc
med,high,2,4,small,low,poor,unacc
med,high,2,4,small,med,poor,unacc
med,high,2,4,small,high,average,acc
med,high,2,4,med,low,poor,unacc
med,high,2,4,med,med,poor,unacc
med,high,2,4,med,high,average,acc
med,high,2,4,big,low,poor,unacc
med,high,2,4,big,med,average,acc
med,high,2,4,big,high,average,acc
med,high,2,more,small,low,poor,unacc
med,high,2,more,small,med,poor,unacc
med,high,2,more,small,high,poor,unacc
med,high,2,more,med,low,poor,unacc
med,high,2,more,med,med,poor,unacc
med,high,2,more,med,high,average,acc
med,high,2,more,big,low,poor,unacc
med,high,2,more,big,med,average,acc
med,high,2,more,big,high,average,acc
med,high,3,2,small,low,poor,unacc
med,high,3,2,small,med,poor,unacc
med,high,3,2,small,high,poor,unacc
med,high,3,2,med,low,poor,unacc
med,high,3,2,med,med,poor,unacc
med,high,3,2,med,high,poor,unacc
med,high,3,2,big,low,poor,unacc
med,high,3,2,big,med,poor,unacc
med,high,3,2,big,high,poor,unacc
med,high,3,4,small,low,poor,unacc
med,high,3,4,small,med,poor,unacc
med,high,3,4,small,high,average,acc
med,high,3,4,med,low,poor,unacc
med,high,3,4,med,med,poor,unacc
med,high,3,4,med,high,average,acc
med,high,3,4,big,low,poor,unacc
med,high,3,4,big,med,average,acc
med,high,3,4,big,high,average,acc
med,high,3,more,small,low,poor,unacc
med,high,3,more,small,med,poor,unacc
med,high,3,more,small,high,average,acc
med,high,3,more,med,low,poor,unacc
med,high,3,more,med,med,average,acc
med,high,3,more,med,high,average,acc
med,high,3,more,big,low,poor,unacc
med,high,3,more,big,med,average,acc
med,high,3,more,big,high,average,acc
med,high,4,2,small,low,poor,unacc
med,high,4,2,small,med,poor,unacc
med,high,4,2,small,high,poor,unacc
med,high,4,2,med,low,poor,unacc
med,high,4,2,med,med,poor,unacc
med,high,4,2,med,high,poor,unacc
med,high,4,2,big,low,poor,unacc
med,high,4,2,big,med,poor,unacc
med,high,4,2,big,high,poor,unacc
med,high,4,4,small,low,poor,unacc
med,high,4,4,small,med,poor,unacc
med,high,4,4,small,high,average,acc
med,high,4,4,med,low,poor,unacc
med,high,4,4,med,med,average,acc
med,high,4,4,med,high,average,acc
med,high,4,4,big,low,poor,unacc
med,high,4,4,big,med,average,acc
med,high,4,4,big,high,average,acc
med,high,4,more,small,low,poor,unacc
med,high,4,more,small,med,poor,unacc
med,high,4,more,small,high,average,acc
med,high,4,more,med,low,poor,unacc
med,high,4,more,med,med,average,acc
med,high,4,more,med,high,average,acc
med,high,4,more,big,low,poor,unacc
med,high,4,more,big,med,average,acc
med,high,4,more,big,high,average,acc
med,high,5more,2,small,low,poor,unacc
med,high,5more,2,small,med,poor,unacc
med,high,5more,2,small,high,poor,unacc
med,high,5more,2,med,low,poor,unacc
med,high,5more,2,med,med,poor,unacc
med,high,5more,2,med,high,poor,unacc
med,high,5more,2,big,low,poor,unacc
med,high,5more,2,big,med,poor,unacc
med,high,5more,2,big,high,poor,unacc
med,high,5more,4,small,low,poor,unacc
med,high,5more,4,small,med,poor,unacc
med,high,5more,4,small,high,average,acc
med,high,5more,4,med,low,poor,unacc
med,high,5more,4,med,med,average,acc
med,high,5more,4,med,high,average,acc
med,high,5more,4,big,low,poor,unacc
med,high,5more,4,big,med,average,acc
med,high,5more,4,big,high,average,acc
med,high,5more,more,small,low,poor,unacc
med,high,5more,more,small,med,poor,unacc
med,high,5more,more,small,high,average,acc
med,high,5more,more,med,low,poor,unacc
med,high,5more,more,med,med,average,acc
med,high,5more,more,med,high,average,acc
med,high,5more,more,big,low,poor,unacc
med,high,5more,more,big,med,average,acc
med,high,5more,more,big,high,average,acc
med,med,2,2,small,low,poor,unacc
med,med,2,2,small,med,poor,unacc
med,med,2,2,small,high,poor,unacc
med,med,2,2,med,low,poor,unacc
med,med,2,2,med,med,poor,unacc
med,med,2,2,med,high,poor,unacc
med,med,2,2,big,low,poor,unacc
med,med,2,2,big,med,poor,unacc
med,med,2,2,big,high,poor,unacc
med,med,2,4,small,low,poor,unacc
med,med,2,4,small,med,average,acc
med,med,2,4,small,high,average,acc
med,med,2,4,med,low,poor,unacc
med,med,2,4,med,med,average,acc
med,med,2,4,med,high,average,acc
med,med,2,4,big,low,poor,unacc
med,med,2,4,big,med,average,acc
med,med,2,4,big,high,vgood,vgood
med,med,2,more,small,low,poor,unacc
med,med,2,more,small,med,poor,unacc
med,med,2,more,small,high,poor,unacc
med,med,2,more,med,low,poor,unacc
med,med,2,more,med,med,average,acc
med,med,2,more,med,high,average,acc
med,med,2,more,big,low,poor,unacc
med,med,2,more,big,med,average,acc
med,med,2,more,big,high,vgood,vgood
med,med,3,2,small,low,poor,unacc
med,med,3,2,small,med,poor,unacc
med,med,3,2,small,high,poor,unacc
med,med,3,2,med,low,poor,unacc
med,med,3,2,med,med,poor,unacc
med,med,3,2,med,high,poor,unacc
med,med,3,2,big,low,poor,unacc
med,med,3,2,big,med,poor,unacc
med,med,3,2,big,high,poor,unacc
med,med,3,4,small,low,poor,unacc
med,med,3,4,small,med,average,acc
med,med,3,4,small,high,average,acc
med,med,3,4,med,low,poor,unacc
med,med,3,4,med,med,average,acc
med,med,3,4,med,high,average,acc
med,med,3,4,big,low,poor,unacc
med,med,3,4,big,med,average,acc
med,med,3,4,big,high,vgood,vgood
med,med,3,more,small,low,poor,unacc
med,med,3,more,small,med,average,acc
med,med,3,more,small,high,average,acc
med,med,3,more,med,low,poor,unacc
med,med,3,more,med,med,average,acc
med,med,3,more,med,high,vgood,vgood
med,med,3,more,big,low,poor,unacc
med,med,3,more,big,med,average,acc
med,med,3,more,big,high,vgood,vgood
med,med,4,2,small,low,poor,unacc
med,med,4,2,small,med,poor,unacc
med,med,4,2,small,high,poor,unacc
med,med,4,2,med,low,poor,unacc
med,med,4,2,med,med,poor,unacc
med,med,4,2,med,high,poor,unacc
med,med,4,2,big,low,poor,unacc
med,med,4,2,big,med,poor,unacc
med,med,4,2,big,high,poor,unacc
med,med,4,4,small,low,poor,unacc
med,med,4,4,small,med,average,acc
med,med,4,4,small,high,average,acc
med,med,4,4,med,low,poor,unacc
med,med,4,4,med,med,average,acc
med,med,4,4,med,high,vgood,vgood
med,med,4,4,big,low,poor,unacc
med,med,4,4,big,med,average,acc
med,med,4,4,big,high,vgood,vgood
med,med,4,more,small,low,poor,unacc
med,med,4,more,small,med,average,acc
med,med,4,more,small,high,average,acc
med,med,4,more,med,low,poor,unacc
med,med,4,more,med,med,average,acc
med,med,4,more,med,high,vgood,vgood
med,med,4,more,big,low,poor,unacc
med,med,4,more,big,med,average,acc
med,med,4,more,big,high,vgood,vgood
med,med,5more,2,small,low,poor,unacc
med,med,5more,2,small,med,poor,unacc
med,med,5more,2,small,high,poor,unacc
med,med,5more,2,med,low,poor,unacc
med,med,5more,2,med,med,poor,unacc
med,med,5more,2,med,high,poor,unacc
med,med,5more,2,big,low,poor,unacc
med,med,5more,2,big,med,poor,unacc
med,med,5more,2,big,high,poor,unacc
med,med,5more,4,small,low,poor,unacc
med,med,5more,4,small,med,average,acc
med,med,5more,4,small,high,average,acc
med,med,5more,4,med,low,poor,unacc
med,med,5more,4,med,med,average,acc
med,med,5more,4,med,high,vgood,vgood
med,med,5more,4,big,low,poor,unacc
med,med,5more,4,big,med,average,acc
med,med,5more,4,big,high,vgood,vgood
med,med,5more,more,small,low,poor,unacc
med,med,5more,more,small,med,average,acc
med,med,5more,more,small,high,average,acc
med,med,5more,more,med,low,poor,unacc
med,med,5more,more,med,med,average,acc
med,med,5more,more,med,high,vgood,vgood
med,med,5more,more,big,low,poor,unacc
med,med,5more,more,big,med,average,acc
med,med,5more,more,big,high,vgood,vgood
med,low,2,2,small,low,poor,unacc
med,low,2,2,small,med,poor,unacc
med,low,2,2,small,high,poor,unacc
med,low,2,2,med,low,poor,unacc
med,low,2,2,med,med,poor,unacc
med,low,2,2,med,high,poor,unacc
med,low,2,2,big,low,poor,unacc
med,low,2,2,big,med,poor,unacc
med,low,2,2,big,high,poor,unacc
med,low,2,4,small,low,poor,unacc
med,low,2,4,small,med,average,acc
med,low,2,4,small,high,good,good
med,low,2,4,med,low,poor,unacc
med,low,2,4,med,med,average,acc
med,low,2,4,med,high,good,good
med,low,2,4,big,low,poor,unacc
med,low,2,4,big,med,good,good
med,low,2,4,big,high,vgood,vgood
med,low,2,more,small,low,poor,unacc
med,low,2,more,small,med,poor,unacc
med,low,2,more,small,high,poor,unacc
med,low,2,more,med,low,poor,unacc
med,low,2,more,med,med,average,acc
med,low,2,more,med,high,good,good
med,low,2,more,big,low,poor,unacc
med,low,2,more,big,med,good,good
med,low,2,more,big,high,vgood,vgood
med,low,3,2,small,low,poor,unacc
med,low,3,2,small,med,poor,unacc
med,low,3,2,small,high,poor,unacc
med,low,3,2,med,low,poor,unacc
med,low,3,2,med,med,poor,unacc
med,low,3,2,med,high,poor,unacc
med,low,3,2,big,low,poor,unacc
med,low,3,2,big,med,poor,unacc
med,low,3,2,big,high,poor,unacc
med,low,3,4,small,low,poor,unacc
med,low,3,4,small,med,average,acc
med,low,3,4,small,high,good,good
med,low,3,4,med,low,poor,unacc
med,low,3,4,med,med,average,acc
med,low,3,4,med,high,good,good
med,low,3,4,big,low,poor,unacc
med,low,3,4,big,med,good,good
med,low,3,4,big,high,vgood,vgood
med,low,3,more,small,low,poor,unacc
med,low,3,more,small,med,average,acc
med,low,3,more,small,high,good,good
med,low,3,more,med,low,poor,unacc
med,low,3,more,med,med,good,good
med,low,3,more,med,high,vgood,vgood
med,low,3,more,big,low,poor,unacc
med,low,3,more,big,med,good,good
med,low,3,more,big,high,vgood,vgood
med,low,4,2,small,low,poor,unacc
med,low,4,2,small,med,poor,unacc
med,low,4,2,small,high,poor,unacc
med,low,4,2,med,low,poor,unacc
med,low,4,2,med,med,poor,unacc
med,low,4,2,med,high,poor,unacc
med,low,4,2,big,low,poor,unacc
med,low,4,2,big,med,poor,unacc
med,low,4,2,big,high,poor,unacc
med,low,4,4,small,low,poor,unacc
med,low,4,4,small,med,average,acc
med,low,4,4,small,high,good,good
med,low,4,4,med,low,poor,unacc
med,low,4,4,med,med,good,good
med,low,4,4,med,high,vgood,vgood
med,low,4,4,big,low,poor,unacc
med,low,4,4,big,med,good,good
med,low,4,4,big,high,vgood,vgood
med,low,4,more,small,low,poor,unacc
med,low,4,more,small,med,average,acc
med,low,4,more,small,high,good,good
med,low,4,more,med,low,poor,unacc
med,low,4,more,med,med,good,good
med,low,4,more,med,high,vgood,vgood
med,low,4,more,big,low,poor,unacc
med,low,4,more,big,med,good,good
med,low,4,more,big,high,vgood,vgood
med,low,5more,2,small,low,poor,unacc
med,low,5more,2,small,med,poor,unacc
med,low,5more,2,small,high,poor,unacc
med,low,5more,2,med,low,poor,unacc
med,low,5more,2,med,med,poor,unacc
med,low,5more,2,med,high,poor,unacc
med,low,5more,2,big,low,poor,unacc
med,low,5more,2,big,med,poor,unacc
med,low,5more,2,big,high,poor,unacc
med,low,5more,4,small,low,poor,unacc
med,low,5more,4,small,med,average,acc
med,low,5more,4,small,high,good,good
med,low,5more,4,med,low,poor,unacc
med,low,5more,4,med,med,good,good
med,low,5more,4,med,high,vgood,vgood
med,low,5more,4,big,low,poor,unacc
med,low,5more,4,big,med,good,good
med,low,5more,4,big,high,vgood,vgood
med,low,5more,more,small,low,poor,unacc
med,low,5more,more,small,med,average,acc
med,low,5more,more,small,high,good,good
med,low,5more,more,med,low,poor,unacc
med,low,5more,more,med,med,good,good
med,low,5more,more,med,high,vgood,vgood
med,low,5more,more,big,low,poor,unacc
med,low,5more,more,big,med,good,good
med,low,5more,more,big,high,vgood,vgood
low,vhigh,2,2,small,low,poor,unacc
low,vhigh,2,2,small,med,poor,unacc
low,vhigh,2,2,small,high,poor,unacc
low,vhigh,2,2,med,low,poor,unacc
low,vhigh,2,2,med,med,poor,unacc
low,vhigh,2,2,med,high,poor,unacc
low,vhigh,2,2,big,low,poor,unacc
low,vhigh,2,2,big,med,poor,unacc
low,vhigh,2,2,big,high,poor,unacc
low,vhigh,2,4,small,low,poor,unacc
low,vhigh,2,4,small,med,poor,unacc
low,vhigh,2,4,small,high,average,acc
low,vhigh,2,4,med,low,poor,unacc
low,vhigh,2,4,med,med,poor,unacc
low,vhigh,2,4,med,high,average,acc
low,vhigh,2,4,big,low,poor,unacc
low,vhigh,2,4,big,med,average,acc
low,vhigh,2,4,big,high,average,acc
low,vhigh,2,more,small,low,poor,unacc
low,vhigh,2,more,small,med,poor,unacc
low,vhigh,2,more,small,high,poor,unacc
low,vhigh,2,more,med,low,poor,unacc
low,vhigh,2,more,med,med,poor,unacc
low,vhigh,2,more,med,high,average,acc
low,vhigh,2,more,big,low,poor,unacc
low,vhigh,2,more,big,med,average,acc
low,vhigh,2,more,big,high,average,acc
low,vhigh,3,2,small,low,poor,unacc
low,vhigh,3,2,small,med,poor,unacc
low,vhigh,3,2,small,high,poor,unacc
low,vhigh,3,2,med,low,poor,unacc
low,vhigh,3,2,med,med,poor,unacc
low,vhigh,3,2,med,high,poor,unacc
low,vhigh,3,2,big,low,poor,unacc
low,vhigh,3,2,big,med,poor,unacc
low,vhigh,3,2,big,high,poor,unacc
low,vhigh,3,4,small,low,poor,unacc
low,vhigh,3,4,small,med,poor,unacc
low,vhigh,3,4,small,high,average,acc
low,vhigh,3,4,med,low,poor,unacc
low,vhigh,3,4,med,med,poor,unacc
low,vhigh,3,4,med,high,average,acc
low,vhigh,3,4,big,low,poor,unacc
low,vhigh,3,4,big,med,average,acc
low,vhigh,3,4,big,high,average,acc
low,vhigh,3,more,small,low,poor,unacc
low,vhigh,3,more,small,med,poor,unacc
low,vhigh,3,more,small,high,average,acc
low,vhigh,3,more,med,low,poor,unacc
low,vhigh,3,more,med,med,average,acc
low,vhigh,3,more,med,high,average,acc
low,vhigh,3,more,big,low,poor,unacc
low,vhigh,3,more,big,med,average,acc
low,vhigh,3,more,big,high,average,acc
low,vhigh,4,2,small,low,poor,unacc
low,vhigh,4,2,small,med,poor,unacc
low,vhigh,4,2,small,high,poor,unacc
low,vhigh,4,2,med,low,poor,unacc
low,vhigh,4,2,med,med,poor,unacc
low,vhigh,4,2,med,high,poor,unacc
